,date,time,epochId,moteId,temp,humidity,light,voltage
38,2004-02-28,01:37:16.691853,79,1.0,18.9692,38.8039,43.24,2.69964
39,2004-02-28,01:39:46.158044,84,1.0,18.9594,38.8039,43.24,2.68742
40,2004-02-28,01:42:16.849635,89,1.0,18.9594,38.8379,43.24,2.68742
41,2004-02-28,01:42:46.087976,90,1.0,18.9692,38.8039,43.24,2.69964
42,2004-02-28,01:44:16.118274,93,1.0,18.9398,38.7698,43.24,2.68742
43,2004-02-28,01:45:46.665826,96,1.0,18.93,38.8039,43.24,2.69964
44,2004-02-28,01:46:46.411103,98,1.0,18.9202,38.872,43.24,2.68742
45,2004-02-28,01:48:46.48106,102,1.0,18.9104,39.0082,43.24,2.69964
46,2004-02-28,01:49:46.499231,104,1.0,18.9006,38.9061,43.24,2.69964
47,2004-02-28,01:50:16.243615,105,1.0,18.9006,39.0082,43.24,2.69964
48,2004-02-28,01:50:46.640656,106,1.0,18.9104,39.0082,43.24,2.68742
49,2004-02-28,01:51:16.492577,107,1.0,18.9006,39.0082,43.24,2.69964
50,2004-02-28,01:52:16.658227,109,1.0,18.8908,39.0763,43.24,2.68742
51,2004-02-28,01:54:46.362044,114,1.0,18.9006,39.0082,43.24,2.69964
52,2004-02-28,01:56:16.384579,117,1.0,18.9104,39.0082,43.24,2.69964
53,2004-02-28,01:57:16.176569,119,1.0,18.8908,38.9401,43.24,2.68742
54,2004-02-28,02:01:46.132962,128,1.0,18.8712,38.9742,43.24,2.69964
55,2004-02-28,02:10:16.28078,145,1.0,18.8222,39.0082,43.24,2.68742
56,2004-02-28,02:11:16.721059,147,1.0,18.8124,39.0082,43.24,2.69964
57,2004-02-28,02:12:46.278991,150,1.0,18.8124,39.0082,43.24,2.68742
58,2004-02-28,02:13:16.505098,151,1.0,18.8026,39.0082,43.24,2.68742
59,2004-02-28,02:14:46.685489,154,1.0,18.7928,38.9401,43.24,2.68742
60,2004-02-28,02:16:46.546677,158,1.0,18.7928,38.9401,43.24,2.68742
61,2004-02-28,02:18:46.231028,162,1.0,18.7732,39.0082,43.24,2.68742
62,2004-02-28,02:19:16.175456,163,1.0,18.7732,39.0082,43.24,2.68742
63,2004-02-28,02:19:46.991259,164,1.0,18.7928,38.872,43.24,2.69964
64,2004-02-28,02:20:46.870029,166,1.0,18.7732,38.9061,43.24,2.69964
65,2004-02-28,02:21:16.554543,167,1.0,18.7536,38.8379,43.24,2.68742
66,2004-02-28,02:21:46.303901,168,1.0,18.7732,38.8039,43.24,2.69964
67,2004-02-28,02:23:16.60315,171,1.0,18.7634,38.872,43.24,2.68742
68,2004-02-28,02:23:46.44942,172,1.0,18.7536,38.8039,43.24,2.69964
69,2004-02-28,02:24:46.059627,174,1.0,18.7242,38.8039,43.24,2.68742
70,2004-02-28,02:25:46.515577,176,1.0,18.734,38.8379,43.24,2.69964
71,2004-02-28,02:26:17.23131,177,1.0,18.7242,38.9401,43.24,2.69964
72,2004-02-28,02:30:16.107116,185,1.0,18.734,38.872,43.24,2.69964
73,2004-02-28,02:31:16.348393,187,1.0,18.7242,38.9401,43.24,2.68742
74,2004-02-28,02:31:46.107955,188,1.0,18.7144,38.9401,43.24,2.68742
75,2004-02-28,02:34:46.698204,194,1.0,18.6948,38.9401,43.24,2.68742
76,2004-02-28,02:35:46.720846,196,1.0,18.6948,38.9401,43.24,2.68742
77,2004-02-28,02:36:16.849224,197,1.0,18.685,38.872,43.24,2.69964
78,2004-02-28,02:37:46.514175,200,1.0,18.6654,38.872,43.24,2.68742
79,2004-02-28,02:40:16.927811,205,1.0,18.6556,38.872,43.24,2.68742
80,2004-02-28,02:40:46.12126,206,1.0,18.6458,38.872,43.24,2.68742
81,2004-02-28,02:41:16.692999,207,1.0,18.636,38.872,43.24,2.69964
82,2004-02-28,02:42:46.365373,210,1.0,18.636,38.8379,43.24,2.68742
83,2004-02-28,02:43:46.923849,212,1.0,18.636,38.872,43.24,2.68742
84,2004-02-28,02:46:46.166591,218,1.0,18.636,38.8039,43.24,2.68742
85,2004-02-28,02:47:46.1321,220,1.0,18.6164,38.872,43.24,2.69964
86,2004-02-28,02:50:16.186743,225,1.0,18.6066,38.9061,43.24,2.68742
87,2004-02-28,03:02:17.064743,249,1.0,18.5478,38.9401,43.24,2.67532
88,2004-02-28,03:05:46.58116,256,1.0,18.5184,38.9401,43.24,2.68742
89,2004-02-28,03:07:46.193901,260,1.0,18.5086,39.0082,43.24,2.68742
90,2004-02-28,03:08:16.336506,261,1.0,18.4988,39.0763,43.24,2.68742
91,2004-02-28,03:08:47.118704,262,1.0,18.4988,39.0082,43.24,2.69964
92,2004-02-28,03:10:17.006142,265,1.0,18.4988,39.0422,43.24,2.68742
93,2004-02-28,03:10:46.49789,266,1.0,18.5086,39.0422,43.24,2.68742
94,2004-02-28,03:15:16.947661,275,1.0,18.5086,38.9742,43.24,2.68742
95,2004-02-28,03:19:17.102594,283,1.0,18.4694,38.9742,43.24,2.68742
96,2004-02-28,03:20:46.58663,286,1.0,18.4596,38.9742,43.24,2.68742
97,2004-02-28,03:23:46.447157,292,1.0,18.44,38.9401,43.24,2.68742
98,2004-02-28,03:24:16.877689,293,1.0,18.4204,38.9401,43.24,2.68742
99,2004-02-28,03:25:16.35358,295,1.0,18.4204,38.9401,43.24,2.68742
100,2004-02-28,03:26:16.320539,297,1.0,18.4106,39.0082,43.24,2.68742
101,2004-02-28,03:28:47.036129,302,1.0,18.4008,39.1443,43.24,2.68742
102,2004-02-28,03:29:47.077182,304,1.0,18.4008,39.0763,43.24,2.67532
103,2004-02-28,03:30:16.265942,305,1.0,18.4008,39.1443,43.24,2.69964
104,2004-02-28,03:32:16.659595,309,1.0,18.4106,39.0763,43.24,2.68742
105,2004-02-28,03:33:46.915347,312,1.0,18.4204,39.0422,43.24,2.68742
106,2004-02-28,03:34:46.13166,314,1.0,18.4106,39.0763,43.24,2.68742
107,2004-02-28,03:36:16.504041,317,1.0,18.4008,39.0763,43.24,2.69964
108,2004-02-28,03:36:47.220557,318,1.0,18.4008,39.0082,43.24,2.68742
109,2004-02-28,03:37:46.336297,320,1.0,18.4008,39.0082,43.24,2.68742
110,2004-02-28,03:40:47.111611,326,1.0,18.3812,39.0763,43.24,2.69964
111,2004-02-28,03:41:16.94203,327,1.0,18.3714,39.0082,43.24,2.68742
112,2004-02-28,03:41:47.056264,328,1.0,18.3812,39.0082,43.24,2.68742
113,2004-02-28,03:42:16.338341,329,1.0,18.3616,39.0082,43.24,2.69964
114,2004-02-28,03:45:46.527424,336,1.0,18.342,39.0082,43.24,2.68742
115,2004-02-28,03:46:16.159884,337,1.0,18.3322,39.0082,43.24,2.68742
116,2004-02-28,03:48:16.620748,341,1.0,18.3322,39.0082,43.24,2.67532
117,2004-02-28,03:48:47.027382,342,1.0,18.3322,39.0082,43.24,2.68742
118,2004-02-28,03:49:17.144805,343,1.0,18.342,39.0763,43.24,2.68742
119,2004-02-28,03:50:16.962891,345,1.0,18.3126,39.1443,43.24,2.68742
120,2004-02-28,03:51:16.66316,347,1.0,18.3224,39.0763,43.24,2.68742
121,2004-02-28,03:52:46.918528,350,1.0,18.3028,39.0763,43.24,2.68742
122,2004-02-28,03:53:16.177309,351,1.0,18.3028,39.1103,43.24,2.68742
123,2004-02-28,03:53:46.584561,352,1.0,18.293,39.1443,43.24,2.68742
124,2004-02-28,03:54:46.518158,354,1.0,18.3028,39.0763,43.24,2.68742
125,2004-02-28,03:56:46.430894,358,1.0,18.293,39.0763,43.24,2.67532
126,2004-02-28,03:57:16.842068,359,1.0,18.2832,39.0082,43.24,2.68742
127,2004-02-28,03:58:47.007662,362,1.0,18.2636,39.0763,43.24,2.68742
128,2004-02-28,04:00:16.541715,365,1.0,18.2734,39.0422,43.24,2.68742
129,2004-02-28,04:01:16.384799,367,1.0,18.2636,39.0763,43.24,2.69964
130,2004-02-28,04:03:18.68507,371,1.0,18.2636,39.0082,43.24,2.68742
131,2004-02-28,04:05:47.033904,376,1.0,18.244,38.9742,43.24,2.68742
132,2004-02-28,04:08:16.775742,381,1.0,18.2048,39.1443,43.24,2.68742
133,2004-02-28,04:08:46.835821,382,1.0,18.2048,39.1443,43.24,2.67532
134,2004-02-28,04:09:16.243433,383,1.0,18.1852,39.1443,43.24,2.68742
135,2004-02-28,04:10:46.322553,386,1.0,18.2048,39.0763,43.24,2.68742
136,2004-02-28,04:11:16.776434,387,1.0,18.2048,39.1443,43.24,2.68742
137,2004-02-28,04:11:47.203717,388,1.0,18.2048,39.1443,43.24,2.67532
138,2004-02-28,04:14:17.118766,393,1.0,18.1852,39.0422,43.24,2.68742
139,2004-02-28,04:15:46.647095,396,1.0,18.1558,39.1443,43.24,2.68742
140,2004-02-28,04:16:17.073143,397,1.0,18.1656,39.1443,43.24,2.68742
141,2004-02-28,04:18:47.019399,402,1.0,18.1558,39.0763,43.24,2.68742
142,2004-02-28,04:19:46.511723,404,1.0,18.1558,39.0763,43.24,2.68742
143,2004-02-28,04:21:46.307589,408,1.0,18.1362,39.0082,43.24,2.68742
144,2004-02-28,04:23:46.854938,412,1.0,18.1264,39.0422,43.24,2.67532
145,2004-02-28,04:25:17.167535,415,1.0,18.1068,39.0763,43.24,2.68742
146,2004-02-28,04:26:16.276988,417,1.0,18.097,39.0422,43.24,2.68742
147,2004-02-28,04:26:47.042855,418,1.0,18.0872,39.0082,43.24,2.68742
148,2004-02-28,04:27:16.717718,419,1.0,18.0872,39.0763,43.24,2.67532
149,2004-02-28,04:27:47.185901,420,1.0,18.0872,39.0422,43.24,2.69964
150,2004-02-28,04:29:46.692513,424,1.0,18.0872,39.0763,43.24,2.67532
151,2004-02-28,04:30:16.28232,425,1.0,18.0774,39.0422,43.24,2.68742
152,2004-02-28,04:31:46.793372,428,1.0,18.0676,39.1103,43.24,2.68742
153,2004-02-28,04:35:16.476847,435,1.0,18.0676,39.1103,43.24,2.67532
154,2004-02-28,04:35:46.562472,436,1.0,18.0676,39.0763,43.24,2.67532
155,2004-02-28,04:36:46.962053,438,1.0,18.0676,39.0082,43.24,2.68742
156,2004-02-28,04:40:16.838106,445,1.0,18.0284,39.0422,43.24,2.68742
157,2004-02-28,04:40:47.105162,446,1.0,18.0382,39.0763,43.24,2.68742
158,2004-02-28,04:44:16.859965,453,1.0,18.0284,39.0082,43.24,2.67532
159,2004-02-28,04:45:16.420203,455,1.0,18.0284,39.0082,43.24,2.68742
160,2004-02-28,04:45:47.139975,456,1.0,18.0186,39.0082,43.24,2.68742
161,2004-02-28,04:46:16.314707,457,1.0,18.0088,39.0082,43.24,2.68742
162,2004-02-28,04:46:46.549757,458,1.0,18.0088,39.0082,43.24,2.68742
163,2004-02-28,04:48:16.528963,461,1.0,17.9794,39.1103,43.24,2.67532
164,2004-02-28,04:48:46.700718,462,1.0,17.9598,39.1443,43.24,2.67532
165,2004-02-28,04:50:46.587995,466,1.0,17.9696,39.1103,43.24,2.68742
166,2004-02-28,04:51:16.53637,467,1.0,17.9598,39.1443,43.24,2.68742
167,2004-02-28,04:54:46.657051,474,1.0,17.9304,39.2123,43.24,2.67532
168,2004-02-28,04:55:17.16482,475,1.0,17.9304,39.2123,43.24,2.68742
169,2004-02-28,04:56:17.120256,477,1.0,17.9402,39.1103,43.24,2.67532
170,2004-02-28,04:57:16.358003,479,1.0,17.95,39.0763,43.24,2.67532
171,2004-02-28,04:59:46.529357,484,1.0,17.9402,39.0082,43.24,2.67532
172,2004-02-28,05:03:16.388863,491,1.0,17.9108,39.0422,43.24,2.67532
173,2004-02-28,05:05:16.623231,495,1.0,17.8814,39.0422,43.24,2.67532
174,2004-02-28,05:06:17.027375,497,1.0,17.8814,39.0763,43.24,2.67532
175,2004-02-28,05:07:17.167233,499,1.0,17.8716,39.1103,43.24,2.67532
176,2004-02-28,05:08:46.97046,502,1.0,17.8912,39.1103,43.24,2.67532
177,2004-02-28,05:10:16.805574,505,1.0,17.8814,39.1443,43.24,2.67532
178,2004-02-28,05:10:46.51108,506,1.0,17.8716,39.1103,43.24,2.68742
179,2004-02-28,05:11:17.021858,507,1.0,17.8814,39.0763,43.24,2.68742
180,2004-02-28,05:11:47.005176,508,1.0,17.8912,39.0763,43.24,2.68742
181,2004-02-28,05:12:16.945328,509,1.0,17.8814,39.0422,43.24,2.67532
182,2004-02-28,05:14:47.190811,514,1.0,17.8716,39.0763,43.24,2.67532
183,2004-02-28,05:15:47.188254,516,1.0,17.8716,39.0763,43.24,2.67532
184,2004-02-28,05:16:17.300349,517,1.0,17.852,39.0763,43.24,2.68742
185,2004-02-28,05:17:16.424978,519,1.0,17.852,39.1103,43.24,2.68742
186,2004-02-28,05:17:46.812866,520,1.0,17.852,39.1103,43.24,2.68742
187,2004-02-28,05:23:46.52035,532,1.0,17.8422,39.0763,43.24,2.67532
188,2004-02-28,05:24:16.855154,533,1.0,17.8324,39.0422,43.24,2.67532
189,2004-02-28,05:25:47.257361,536,1.0,17.8128,39.0422,43.24,2.67532
190,2004-02-28,05:26:47.319359,538,1.0,17.8226,39.0422,43.24,2.68742
191,2004-02-28,05:29:17.18782,543,1.0,17.8128,39.1103,43.24,2.67532
192,2004-02-28,05:29:47.515624,544,1.0,17.7932,39.1443,43.24,2.67532
193,2004-02-28,05:31:46.788733,548,1.0,17.7932,39.1443,43.24,2.68742
194,2004-02-28,05:32:16.483466,549,1.0,17.7932,39.1443,43.24,2.67532
195,2004-02-28,05:32:46.884373,550,1.0,17.7932,39.1443,43.24,2.67532
196,2004-02-28,05:33:16.692785,551,1.0,17.803,39.1443,43.24,2.67532
197,2004-02-28,05:34:17.144783,553,1.0,17.8128,39.1103,43.24,2.68742
198,2004-02-28,05:36:47.40807,558,1.0,17.7834,39.1783,43.24,2.67532
199,2004-02-28,05:38:17.018901,561,1.0,17.7736,39.1103,43.24,2.68742
200,2004-02-28,05:39:16.758309,563,1.0,17.7736,39.1103,43.24,2.67532
201,2004-02-28,05:40:17.035065,565,1.0,17.7736,39.1783,43.24,2.68742
202,2004-02-28,05:40:47.232628,566,1.0,17.754,39.1103,43.24,2.67532
203,2004-02-28,05:41:16.821731,567,1.0,17.754,39.1443,43.24,2.67532
204,2004-02-28,05:42:46.557994,570,1.0,17.754,39.1103,43.24,2.67532
205,2004-02-28,05:44:16.345102,573,1.0,17.7246,39.1103,43.24,2.67532
206,2004-02-28,05:44:47.258068,574,1.0,17.7344,39.1443,43.24,2.68742
207,2004-02-28,05:46:17.459428,577,1.0,17.7148,39.1443,43.24,2.66332
208,2004-02-28,05:49:47.097164,584,1.0,17.7148,39.1443,43.24,2.67532
209,2004-02-28,05:51:16.588336,587,1.0,17.7148,39.1443,43.24,2.68742
210,2004-02-28,05:54:47.287403,594,1.0,17.7148,39.2123,43.24,2.67532
211,2004-02-28,05:55:17.113072,595,1.0,17.6952,39.2463,43.24,2.67532
212,2004-02-28,05:55:46.759724,596,1.0,17.6952,39.2123,43.24,2.67532
213,2004-02-28,05:56:16.598863,597,1.0,17.6854,39.2123,43.24,2.67532
214,2004-02-28,05:57:47.117281,600,1.0,17.705,39.1783,43.24,2.67532
215,2004-02-28,05:58:47.16005,602,1.0,17.6952,39.1783,43.24,2.68742
216,2004-02-28,05:59:46.96347,604,1.0,17.6952,39.1783,43.24,2.67532
217,2004-02-28,06:01:16.399479,607,1.0,17.6952,39.1443,43.24,2.67532
218,2004-02-28,06:03:17.064269,611,1.0,17.6952,39.1443,43.24,2.67532
219,2004-02-28,06:03:46.715768,612,1.0,17.6854,39.1443,43.24,2.67532
220,2004-02-28,06:05:16.404957,615,1.0,17.6854,39.0763,43.24,2.67532
221,2004-02-28,06:06:17.440443,617,1.0,17.656,39.2123,43.24,2.68742
222,2004-02-28,06:06:47.131433,618,1.0,17.656,39.2123,43.24,2.67532
223,2004-02-28,06:07:46.813514,620,1.0,17.656,39.2123,43.24,2.67532
224,2004-02-28,06:08:16.709038,621,1.0,17.6658,39.2123,43.24,2.68742
225,2004-02-28,06:09:17.629072,623,1.0,17.6756,39.2123,43.24,2.67532
226,2004-02-28,06:09:47.027577,624,1.0,17.6756,39.2123,43.24,2.67532
227,2004-02-28,06:10:16.890488,625,1.0,17.6756,39.1783,43.24,2.67532
228,2004-02-28,06:10:47.223797,626,1.0,17.6658,39.2123,43.24,2.68742
229,2004-02-28,06:11:16.743329,627,1.0,17.6756,39.1443,43.24,2.67532
230,2004-02-28,06:11:46.637331,628,1.0,17.6658,39.2123,43.24,2.68742
231,2004-02-28,06:12:16.895711,629,1.0,17.656,39.2803,43.24,2.67532
232,2004-02-28,06:13:16.457019,631,1.0,17.656,39.2123,43.24,2.67532
233,2004-02-28,06:15:17.648881,635,1.0,17.6462,39.2463,43.24,2.67532
234,2004-02-28,06:16:17.317803,637,1.0,17.6364,39.2123,43.24,2.68742
235,2004-02-28,06:17:16.937422,639,1.0,17.6364,39.2463,43.24,2.67532
236,2004-02-28,06:19:46.919439,644,1.0,17.6364,39.1783,43.24,2.67532
237,2004-02-28,06:22:17.293348,649,1.0,17.6364,39.2123,43.24,2.66332
238,2004-02-28,06:23:17.705597,651,1.0,17.6266,39.1443,43.24,2.67532
239,2004-02-28,06:24:46.464404,654,1.0,17.5972,39.1443,43.24,2.67532
240,2004-02-28,06:25:17.189367,655,1.0,17.607,39.1783,43.24,2.67532
241,2004-02-28,06:27:16.465536,659,1.0,17.5776,39.3483,43.24,2.67532
242,2004-02-28,06:27:46.584588,660,1.0,17.5678,39.3143,43.24,2.67532
243,2004-02-28,06:28:47.126615,662,1.0,17.5776,39.3143,43.24,2.67532
244,2004-02-28,06:30:47.445161,666,1.0,17.5776,39.2803,43.24,2.67532
245,2004-02-28,06:32:17.243803,669,1.0,17.5776,39.3823,45.08,2.67532
246,2004-02-28,06:34:16.766473,673,1.0,17.5776,39.2803,45.08,2.67532
247,2004-02-28,06:35:47.107717,676,1.0,17.5678,39.2803,45.08,2.67532
248,2004-02-28,06:36:46.775493,678,1.0,17.5776,39.3143,45.08,2.68742
249,2004-02-28,06:37:46.486717,680,1.0,17.5776,39.2803,45.08,2.67532
250,2004-02-28,06:38:16.836008,681,1.0,17.5776,39.2803,45.08,2.67532
251,2004-02-28,06:38:47.467064,682,1.0,17.5776,39.3483,46.92,2.67532
252,2004-02-28,06:39:17.260621,683,1.0,17.5776,39.2463,46.92,2.67532
253,2004-02-28,06:39:47.479108,684,1.0,17.5678,39.2803,46.92,2.67532
254,2004-02-28,06:40:16.680876,685,1.0,17.5678,39.2463,46.92,2.67532
255,2004-02-28,06:40:46.901212,686,1.0,17.558,39.2463,46.92,2.67532
256,2004-02-28,06:42:16.783051,689,1.0,17.558,39.2123,46.92,2.68742
257,2004-02-28,06:43:47.046639,692,1.0,17.5482,39.2123,48.76,2.68742
258,2004-02-28,06:49:47.029614,704,1.0,17.5384,39.3483,50.6,2.67532
259,2004-02-28,06:53:17.426904,711,1.0,17.5482,39.4502,53.36,2.67532
260,2004-02-28,07:00:17.369668,725,1.0,17.509,39.2803,57.04,2.67532
261,2004-02-28,07:03:17.465725,731,1.0,17.509,39.2803,57.04,2.67532
262,2004-02-28,07:04:17.597071,733,1.0,17.509,39.2803,57.04,2.67532
263,2004-02-28,07:05:17.330544,735,1.0,17.509,39.2803,57.04,2.67532
264,2004-02-28,07:10:47.838123,746,1.0,17.5482,39.3143,136.16,2.67532
265,2004-02-28,07:14:16.680696,753,1.0,17.5874,39.2123,150.88,2.67532
266,2004-02-28,07:16:46.67457,758,1.0,17.5972,39.1443,165.6,2.67532
267,2004-02-28,07:29:16.887654,783,1.0,17.7442,38.872,235.52,2.67532
268,2004-02-28,07:29:46.705759,784,1.0,17.754,38.8379,235.52,2.68742
269,2004-02-28,07:32:17.131713,789,1.0,17.7932,38.8379,250.24,2.67532
270,2004-02-28,07:35:47.113953,796,1.0,17.8324,38.7698,309.12,2.67532
271,2004-02-28,07:36:17.194981,797,1.0,17.8324,38.7357,309.12,2.67532
272,2004-02-28,07:37:17.227013,799,1.0,17.852,38.7357,323.84,2.68742
273,2004-02-28,07:38:17.809174,801,1.0,17.8618,38.7357,338.56,2.68742
274,2004-02-28,07:38:48.00011,802,1.0,17.852,38.7357,338.56,2.67532
275,2004-02-28,07:39:17.124362,803,1.0,17.8618,38.7698,338.56,2.67532
276,2004-02-28,07:41:17.130624,807,1.0,17.8912,38.6675,353.28,2.68742
277,2004-02-28,07:41:46.966421,808,1.0,17.901,38.6675,353.28,2.68742
278,2004-02-28,07:43:47.524823,812,1.0,17.95,38.6334,368.0,2.67532
279,2004-02-28,07:44:47.430977,814,1.0,17.95,38.5993,368.0,2.67532
280,2004-02-28,07:45:16.813396,815,1.0,17.95,38.6675,368.0,2.67532
281,2004-02-28,07:45:46.961379,816,1.0,17.95,38.5993,368.0,2.67532
282,2004-02-28,07:46:46.844655,818,1.0,17.9598,38.6675,368.0,2.67532
283,2004-02-28,07:47:17.409702,819,1.0,17.9696,38.6334,368.0,2.67532
284,2004-02-28,07:47:47.200804,820,1.0,17.9892,38.5993,368.0,2.67532
285,2004-02-28,07:49:17.367968,823,1.0,18.0186,38.5311,368.0,2.67532
286,2004-02-28,07:49:46.555703,824,1.0,18.0284,38.5652,368.0,2.67532
287,2004-02-28,07:50:17.145631,825,1.0,18.0284,38.5311,368.0,2.67532
288,2004-02-28,07:51:17.066356,827,1.0,18.0578,38.5311,368.0,2.67532
289,2004-02-28,07:54:46.722589,834,1.0,18.1558,38.3946,368.0,2.67532
290,2004-02-28,07:55:17.413924,835,1.0,18.1656,38.3263,368.0,2.68742
291,2004-02-28,07:59:46.84944,844,1.0,18.3224,38.1897,382.72,2.68742
292,2004-02-28,08:01:16.853075,847,1.0,18.3812,38.0529,382.72,2.67532
293,2004-02-28,08:04:16.6817,853,1.0,18.4988,37.9161,382.72,2.68742
294,2004-02-28,08:06:47.363341,858,1.0,18.5772,37.7792,397.44,2.68742
295,2004-02-28,08:07:17.819313,859,1.0,18.5968,37.8477,397.44,2.68742
296,2004-02-28,08:08:16.920596,861,1.0,18.636,37.7107,397.44,2.68742
297,2004-02-28,08:11:16.84671,867,1.0,18.7732,37.5394,397.44,2.67532
298,2004-02-28,08:12:48.051422,870,1.0,18.8516,37.4022,412.16,2.68742
299,2004-02-28,08:13:18.270816,871,1.0,18.8614,37.3336,412.16,2.68742
300,2004-02-28,08:13:47.810027,872,1.0,18.8908,37.2993,412.16,2.68742
301,2004-02-28,08:14:16.65499,873,1.0,18.9202,37.2993,412.16,2.68742
302,2004-02-28,08:14:47.632289,874,1.0,18.93,37.2307,412.16,2.68742
303,2004-02-28,08:15:17.844953,875,1.0,18.9496,37.162,412.16,2.68742
304,2004-02-28,08:15:46.932263,876,1.0,18.9594,37.2307,412.16,2.68742
305,2004-02-28,08:19:47.71324,884,1.0,19.1652,36.7839,397.44,2.68742
306,2004-02-28,08:21:17.597275,887,1.0,19.1848,36.7495,397.44,2.68742
307,2004-02-28,08:22:18.006932,889,1.0,19.2142,36.7151,397.44,2.68742
308,2004-02-28,08:23:16.876998,891,1.0,19.2436,36.6118,397.44,2.68742
309,2004-02-28,08:24:16.67392,893,1.0,19.273,36.543,397.44,2.68742
310,2004-02-28,08:25:17.835513,895,1.0,19.322,36.4741,397.44,2.68742
311,2004-02-28,08:26:47.857875,898,1.0,19.3906,36.4052,397.44,2.69964
312,2004-02-28,08:27:47.570686,900,1.0,19.4396,36.2673,397.44,2.68742
313,2004-02-28,08:28:17.906427,901,1.0,19.4494,36.3018,397.44,2.69964
314,2004-02-28,08:30:17.410797,905,1.0,19.5376,36.1983,397.44,2.68742
315,2004-02-28,08:30:47.166807,906,1.0,19.5474,36.1293,397.44,2.69964
316,2004-02-28,08:31:46.865476,908,1.0,19.5964,36.0603,397.44,2.68742
317,2004-02-28,08:32:47.570253,910,1.0,19.665,35.9221,397.44,2.69964
318,2004-02-28,08:35:17.929571,915,1.0,19.762999999999998,35.7839,397.44,2.69964
319,2004-02-28,08:35:47.736949,916,1.0,19.7728,35.6802,397.44,2.68742
320,2004-02-28,08:36:17.76061,917,1.0,19.7826,35.7148,397.44,2.69964
321,2004-02-28,08:39:18.273041,923,1.0,19.9296,35.5764,397.44,2.69964
322,2004-02-28,08:41:47.459275,928,1.0,20.0178,35.3687,397.44,2.69964
323,2004-02-28,08:42:16.710528,929,1.0,20.0276,35.2995,397.44,2.68742
324,2004-02-28,08:42:47.664119,930,1.0,20.0472,35.2648,397.44,2.69964
325,2004-02-28,08:47:46.800312,940,1.0,20.253,34.8834,397.44,2.69964
326,2004-02-28,08:49:17.168106,943,1.0,20.2824,34.8834,412.16,2.69964
